Date, Close/Last, Volume, Open, High, Low
09/05/2018, 2888.6, 0, 2891.59, 2894.21, 2876.92
09/05/2017, 2457.85, 0, 2470.35, 2471.97, 2446.55
09/04/2019, 2937.78, 0, 2924.67, 2938.84, 2921.86
09/04/2018, 2896.72, 0, 2896.96, 2900.18, 2885.13
09/04/2015, 1921.22, 0, 1947.76, 1947.76, 1911.21
09/03/2019, 2906.27, 0, 2909.01, 2914.39, 2891.85
09/03/2015, 1951.13, 0, 1950.79, 1975.01, 1944.72
09/02/2016, 2179.98, 0, 2177.49, 2184.87, 2173.59
09/02/2015, 1948.86, 0, 1916.52, 1948.91, 1916.52
09/01/2017, 2476.55, 0, 2474.42, 2480.38, 2473.85
09/01/2016, 2170.86, 0, 2171.33, 2173.56, 2157.09
09/01/2015, 1913.85, 0, 1970.09, 1970.09, 1903.07
08/31/2018, 2901.52, 0, 2898.37, 2906.32, 2891.73
08/31/2017, 2471.65, 0, 2462.65, 2475.01, 2462.65
08/31/2016, 2170.95, 0, 2173.56, 2173.79, 2161.35
08/31/2015, 1972.18, 0, 1986.73, 1986.73, 1965.98
08/30/2019, 2926.46, 0, 2937.09, 2940.43, 2913.32
08/30/2018, 2901.13, 0, 2908.94, 2912.46, 2895.22
08/30/2017, 2457.59, 0, 2446.06, 2460.31, 2443.77
08/30/2016, 2176.12, 0, 2179.45, 2182.27, 2170.41
08/29/2019, 2924.58, 0, 2910.37, 2930.5, 2905.67
08/29/2018, 2914.04, 0, 2900.62, 2916.5, 2898.4
08/29/2017, 2446.3, 0, 2431.94, 2449.19, 2428.2
08/29/2016, 2180.38, 0, 2170.19, 2183.48, 2170.19
08/28/2019, 2887.94, 0, 2861.28, 2890.03, 2853.05
08/28/2018, 2897.52, 0, 2901.45, 2903.77, 2893.5
08/28/2017, 2444.24, 0, 2447.35, 2449.12, 2439.03
08/28/2015, 1988.87, 0, 1986.06, 1993.48, 1975.19
08/27/2019, 2869.16, 0, 2893.14, 2898.79, 2860.59
08/27/2018, 2896.74, 0, 2884.69, 2898.25, 2884.69
08/27/2015, 1987.66, 0, 1942.77, 1989.6, 1942.77
08/26/2019, 2878.38, 0, 2866.7, 2879.27, 2856
08/26/2016, 2169.04, 0, 2175.1, 2187.94, 2160.39
08/26/2015, 1940.51, 0, 1872.75, 1943.09, 1872.75
08/25/2017, 2443.05, 0, 2444.72, 2453.96, 2442.22
08/25/2016, 2172.47, 0, 2173.29, 2179, 2169.74
08/25/2015, 1867.61, 0, 1898.08, 1948.04, 1867.08
08/24/2018, 2874.69, 0, 2862.35, 2876.16, 2862.35
08/24/2017, 2438.97, 0, 2447.91, 2450.39, 2436.19
08/24/2016, 2175.44, 0, 2185.09, 2186.66, 2171.25
08/24/2015, 1893.21, 0, 1965.15, 1965.15, 1867.01
08/23/2019, 2847.11, 0, 2911.07, 2927.01, 2834.97
08/23/2018, 2856.98, 0, 2860.29, 2868.78, 2854.03
08/23/2017, 2444.04, 0, 2444.88, 2448.91, 2441.42
08/23/2016, 2186.9, 0, 2187.81, 2193.42, 2186.8
08/22/2019, 2922.95, 0, 2930.94, 2939.08, 2904.51
08/22/2018, 2861.82, 0, 2860.99, 2867.54, 2856.05
08/22/2017, 2452.51, 0, 2433.75, 2454.77, 2433.67
